order,epid,tid,name,category,skid,sid
11,20010120,2001012012,Audition,Sketch,,26
12,20010120,2001012013,"""Mr. Cab Driver""",Musical Performance,,26
13,20010120,2001012014,,Goodnights,,26
0,20010113,200101131,Vice Presidential Address,Cold Opening,,26
1,20010113,200101132,,Monologue,,26
2,20010113,200101133,FOX,Commercial,,26
3,20010113,200101134,Iron Chef,Show,,26
4,20010113,200101135,Eric Dickerson's NFL Pre Game Special,Show,,26
5,20010113,200101136,Dr. King Assembly,Sketch,,26
6,20010113,200101137,,Weekend Update,,26
7,20010113,200101138,"""I'm Like A Bird""",Musical Performance,,26
8,20010113,200101139,Soap Opera Shoot,Sketch,,26
9,20010113,2001011310,Big Baby,Sketch,,26
10,20010113,2001011311,T.G.I. Friday's,Sketch,,26
11,20010113,2001011312,A Short film by Adam McKay - The Pervert,Film,182.0,26
12,20010113,2001011313,Classic Vaudeville,Sketch,,26
13,20010113,2001011314,,Goodnights,,26
0,20001216,200012161,Chi-Chi's,Cold Opening,,26
1,20001216,200012162,,Monologue,,26
2,20001216,200012163,priceline.com,Commercial,,26
3,20001216,200012164,TRL,Show,186.0,26
4,20001216,200012165,Jeopardy!,Game Show,141.0,26
5,20001216,200012166,Pretty Living,Show,168.0,26
6,20001216,200012167,Jarret's Room,Sketch,190.0,26
7,20001216,200012168,,Weekend Update,,26
8,20001216,200012169,"""I Just Wanna Love U (Give It 2 Me)""",Musical Performance,,26
9,20001216,2000121610,Trimming The Tree,Sketch,,26
10,20001216,2000121611,Murder in the Make Believe Ballroom,Commercial,,26
11,20001216,2000121612,Season's Greetings,Miscellaneous,,26
12,20001216,2000121613,"""Is That Your Chick""",Musical Performance,,26
13,20001216,2000121614,Season's Greetings,Miscellaneous,,26
14,20001216,2000121615,,Goodnights,,26
0,20001209,200012091,Press Conference,Cold Opening,,26
1,20001209,200012092,,Monologue,,26
2,20001209,200012093,Wade Blasingame,Commercial,,26
3,20001209,200012094,Behind The Music,Show,175.0,26
4,20001209,200012095,Palm Beach,Show,,26
5,20001209,200012096,Veronica & Co.,Show,189.0,26
6,20001209,200012097,"""Beautiful Day""",Musical Performance,,26
7,20001209,200012098,,Weekend Update,,26
8,20001209,200012099,Iceman: The Later Years,Sketch,,26
9,20001209,2000120910,Season's Greetings,Miscellaneous,,26
10,20001209,2000120911,"""Elevation""",Musical Performance,,26
11,20001209,2000120912,Doing Voices,Sketch,,26
12,20001209,2000120913,Recording Session,Sketch,,26
13,20001209,2000120914,Corn Chip Nail Tips,Commercial,,26
14,20001209,2000120915,,Goodnights,,26
0,20001118,200011181,Decision 2000,Cold Opening,,26
1,20001118,200011182,,Monologue,,26
2,20001118,200011183,Magic Mouth,Commercial,,26
3,20001118,200011184,Bald Eagles,Sketch,,26
4,20001118,200011185,Rap Street,Show,187.0,26
5,20001118,200011186,Lorne And Tom In A Tub,Miscellaneous,,26
6,20001118,200011187,Hardball,Show,188.0,26
7,20001118,200011188,Fun With Real Audio - Sex and the Country,Cartoon,135.0,26
8,20001118,200011189,Dog Show,Show,173.0,26
9,20001118,2000111810,,Weekend Update,,26
10,20001118,2000111811,"""Babylon""",Musical Performance,,26
11,20001118,2000111812,Oprah,Show,151.0,26
12,20001118,2000111813,Storytellers,Show,166.0,26
13,20001118,2000111814,Rock Around The Clock,Musical Sketch,,26
14,20001118,2000111815,Wedding,Miscellaneous,,26
0,20001111,200011111,The Presidential Couple,Cold Opening,,26
1,20001111,200011112,,Monologue,,26
2,20001111,200011113,Cracklin' Oat Flakes,Commercial,,26
3,20001111,200011114,Gore Rally,Sketch,,26
4,20001111,200011115,"Nick Burns, Your Company's Computer Guy",Sketch,180.0,26
5,20001111,200011116,Vice Presidential Address,Miscellaneous,,26
6,20001111,200011117,"""She Bangs""",Musical Performance,,26
7,20001111,200011118,,Weekend Update,,26
8,20001111,200011119,The Crocodile Hunter,Show,183.0,26
9,20001111,2000111110,"""Loaded""",Musical Performance,,26
10,20001111,2000111111,Ladies & Cocktails,Sketch,,26
11,20001111,2000111112,CBS Sports,Show,,26
12,20001111,2000111113,,Goodnights,,26
0,20001104,200011041,a Glimpse of our Possible Future,Cold Opening,,26
1,20001104,200011042,,Monologue,,26
2,20001104,200011043,TRL,Show,186.0,26
3,20001104,200011044,a Glimpse of our Possible Future,Sketch,,26
4,20001104,200011045,Marla and Cody's Blair Witch Tour!,Commercial,,26
5,20001104,200011046,The All New Adventures of Mr. T,Cartoon,184.0,26
6,20001104,200011047,The Seven Year Itch,Sketch,,26
7,20001104,200011048,"""Hurricane Eye""",Musical Performance,,26
8,20001104,200011049,,Weekend Update,,26
9,20001104,2000110410,Bedtime Stories,Show,,26
10,20001104,2000110411,a Glimpse of our Possible Future,Sketch,,26
11,20001104,2000110412,Audition,Sketch,,26
12,20001104,2000110413,The Coconut Bangers Ball: It's a Rap!,Commercial,,26
13,20001104,2000110414,"""Old""",Musical Performance,,26
14,20001104,2000110415,Buena Vista Social Club,Sketch,,26
15,20001104,2000110416,,Goodnights,,26
0,20001021,200010211,Third Presidential Debate,Cold Opening,,26
1,20001021,200010212,,Monologue,,26
2,20001021,200010213,Magic Mouth,Commercial,,26
3,20001021,200010214,The Delicious Dish,Show,137.0,26
4,20001021,200010215,Church Chat,Show,67.0,26
5,20001021,200010216,Hunting,Sketch,,26
6,20001021,200010217,,Guest Performance,,26
7,20001021,200010218,,Weekend Update,,26
8,20001021,200010219,"""Sleepwalker""",Musical Performance,,26
9,20001021,2000102110,VH1 Vogue Fashion Awards,Award Show,,26
10,20001021,2000102111,Pet Chicken Shop,Sketch,,26
11,20001021,2000102112,"""Hand Me Down""",Musical Performance,,26
12,20001021,2000102113,,Goodnights,,26
0,20001014,200010141,Second Presidential Debate,Cold Opening,,26
1,20001014,200010142,,Monologue,,26
2,20001014,200010143,Home From College,Sketch,,26
3,20001014,200010144,The X-Presidents,Cartoon,144.0,26
4,20001014,200010145,Inside the Actors Studio,Show,178.0,26
5,20001014,200010146,Sully's Home,Sketch,,26
6,20001014,200010147,"""The National Anthem""",Musical Performance,,26
7,20001014,200010148,,Weekend Update,,26
8,20001014,200010149,Woodrow,Sketch,,26
9,20001014,2000101410,Meet The Press,Show,185.0,26
10,20001014,2000101411,Rabun to Shuri,Show,,26
11,20001014,2000101412,"""Idioteque""",Musical Performance,,26
12,20001014,2000101413,Vote Sober 2000,Commercial,,26
13,20001014,2000101414,,Goodnights,,26
0,20001007,200010071,First Presidential Debate,Cold Opening,,26
1,20001007,200010072,,Monologue,,26
2,20001007,200010073,Corn Chip Nail Tips,Commercial,,26
3,20001007,200010074,Monday Night Football,Show,158.0,26
4,20001007,200010075,Backstage,Miscellaneous,,26
5,20001007,200010076,Pros & Cons,Show,,26
6,20001007,200010077,"""Stan""",Musical Performance,,26
7,20001007,200010078,,Weekend Update,,26
8,20001007,200010079,Blind Date,Sketch,,26
9,20001007,2000100710,Dateline Pre-Tapes,Sketch,,26
10,20001007,2000100711,"""The Real Slim Shady""",Musical Performance,,26
11,20001007,2000100712,Personal Profile,Sketch,,26
12,20001007,2000100713,Dream Team 2000,Commercial,,26
13,20001007,2000100714,,Goodnights,,26
0,20000520,200005201,The Ladies' Man,Cold Opening,154.0,25
1,20000520,200005202,,Monologue,,25
2,20000520,200005203,"Nick Burns, Your Company's Computer Guy",Sketch,180.0,25
3,20000520,200005204,Renaissance Fair,Sketch,,25
4,20000520,200005205,Fun With Real Audio - Fun With Some Real Audio,Cartoon,135.0,25
5,20000520,200005206,Sparks,Sketch,,25
6,20000520,200005207,Legends in Concert,Sketch,,25
7,20000520,200005208,,Weekend Update,,25
8,20000520,200005209,"""American Bad Ass""",Musical Performance,,25
9,20000520,2000052010,Pretty Living,Show,168.0,25
10,20000520,2000052011,Calgon,Commercial,,25
11,20000520,2000052012,Hole Diggers,Sketch,,25
12,20000520,2000052013,"""Only God Knows Why""",Musical Performance,,25
13,20000520,2000052014,,Goodnights,,25
0,20000513,200005131,Press Conference,Cold Opening,,25
1,20000513,200005132,,Monologue,,25
2,20000513,200005133,Gap Fat,Commercial,,25
3,20000513,200005134,Morning Latte,Show,159.0,25
4,20000513,200005135,Colonial Museum,Sketch,,25
5,20000513,200005136,The Ambiguously Gay Duo - Trouble Coming Twice,Cartoon,133.0,25
6,20000513,200005137,Woodrow,Sketch,,25
7,20000513,200005138,"""Oops!...I Did It Again""",Musical Performance,,25
8,20000513,200005139,,Weekend Update,,25
9,20000513,2000051310,Audition,Sketch,,25
10,20000513,2000051311,America's Worst Moments,Commercial,,25
11,20000513,2000051312,Comeback Tour,Sketch,,25
12,20000513,2000051313,Uncle Jemima's Down Home Mash Liquor,Commercial,,25
13,20000513,2000051314,,Intro,,25
14,20000513,2000051315,"""Don't Let Me Be The Last To Know""",Musical Performance,,25
15,20000513,2000051316,,Goodnights,,25
0,20000506,200005061,Who Wants To Be A Millionaire,Cold Opening,179.0,25
